Company Name,Location,Description,Batch,Company URL,Website,Founder Details
Heroic Labs,"London, England, United Kingdom","Social Infrastructure for Games; Makers of Nakama game server, Satori…",S15,https://ycombinator.com/companies/heroic-labs,http://heroiclabs.com,"[{""name"":""Chris Molozian"",""role"":""CEO"",""biography"":""Founder of @heroiclabs. A software engineer and tinkerer on distributed systems."",""twitter"":null,""linkedin"":""https://uk.linkedin.com/in/chrismolozian""},{""name"":""Mo Firouz"",""role"":""COO"",""biography"":""Colourblind. Founder. YC S15. Photographer."",""twitter"":null,""linkedin"":""http://uk.linkedin.com/in/mofirouz""},{""name"":""Andrei Mihu"",""role"":""CTO"",""biography"":""Founder of @heroiclabs. Scalable systems, high availability design, high-performance data processing and interoperability."",""twitter"":null,""linkedin"":""http://uk.linkedin.com/in/andreimihu""}]"
SnapMagic,"San Francisco, CA, USA",AI copilot for electronics design,S15,https://ycombinator.com/companies/snapmagic,https://www.snapmagic.com,"[{""name"":""Natasha Baker"",""role"":""CEO  "",""biography"":null,""twitter"":""https://twitter.com/natashaabaker?lang=en"",""linkedin"":""https://www.linkedin.com/in/natashaabaker""},{""name"":""Natasha Baker"",""role"":""CEO  "",""biography"":null,""twitter"":""https://twitter.com/natashaabaker?lang=en"",""linkedin"":""https://www.linkedin.com/in/natashaabaker""}]"
Scope AR,"San Francisco, CA, USA",Scope AR is the leading provider of User Guided Augmented Reality…,S15,https://ycombinator.com/companies/scope-ar,http://scopear.com,"[{""name"":""Scott Montgomerie"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/in/scottmontgomerie/en""},{""name"":""Scott Montgomerie"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/in/scottmontgomerie/en""}]"
Assembly,"Redwood City, CA, USA",Advanced manufacturing and distribution solutions (for China-based…,S15,https://ycombinator.com/companies/assembly,https://asm.co/,"[{""name"":""Jonathan Friedman"",""role"":""Founder/CEO"",""biography"":""Ph.D. in electrical engineering with a background in biomedical and industrial systems engineering. 2x YC Founder. Lives part time in China. Happy to help with supply chain, manufacturing, distribution, or design problems. If you move/sell physical products, I can probably find you more margin or more market share. Free consults for founders. Don't be afraid to ask. We'll learn new things together! Cheers."",""twitter"":null,""linkedin"":""https://linkedin.com/in/friedparts""}]"
Gemnote,"San Leandro, CA, USA","Gemnote is the easiest way to design, create and send custom products.",S15,https://ycombinator.com/companies/gemnote,http://gemnote.com,"[{""name"":""Ashley Wong"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/profile/view?id=48575772&trk=nav_responsive_tab_profile_pic""},{""name"":""Ashley Wong"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/profile/view?id=48575772&trk=nav_responsive_tab_profile_pic""}]"
New Story,"Atlanta, GA, USA",We pioneer solutions to end the global housing crisis by empowering…,S15,https://ycombinator.com/companies/new-story,http://newstoryhomes.org,"[{""name"":""Brett Hagler"",""role"":""CEO"",""biography"":""Co-Founder and CEO at New Story."",""twitter"":""https://twitter.com/BrettHagler"",""linkedin"":""http://www.linkedin.com/in/rbhagler/""},{""name"":""Matthew Marshall"",""role"":""Matthew Marshall"",""biography"":""Co-founder and Chief Business Officer of New Story. \n\nNew Story pioneers solutions to end global homelessness through a market-driven approach and since starting 8 years ago we've raised over 50M+ and built 37 communities (100-150 homes per project) in Latin America. Our goal is to house 1M individuals by 2030 through sustainable and scalable affordable housing models by blending a mixture of philanthropy, impact investment, and technical expertise."",""twitter"":null,""linkedin"":""http://linkedin.com/in/jamesmatthewmarshall""}]"
Leaders In Tech (formerly InnerSpace),"San Francisco, CA, USA","Helping founders improve themselves, their companies, and the world.",S15,https://ycombinator.com/companies/leaders-in-tech,http://leadersintech.org,"[{""name"":""Joe Greenstein"",""role"":""Zookeeper's Assistant "",""biography"":null,""twitter"":null,""linkedin"":""http://linkedin.com/in/joegreenstein""},{""name"":""Joe Greenstein"",""role"":""Zookeeper's Assistant "",""biography"":null,""twitter"":null,""linkedin"":""http://linkedin.com/in/joegreenstein""}]"
teaBOT,"Toronto, ON, Canada",A robot that makes tea!,S15,https://ycombinator.com/companies/teabot,http://teaBOT.com,"[{""name"":""Rehman Merali"",""role"":""Rehman Merali"",""biography"":""PhD in Robotics. Passionate about helping in the developing world."",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/rehmanmerali""}]"
Lugg,"San Francisco, CA, USA","Move anything, anytime, anywhere",S15,https://ycombinator.com/companies/lugg,http://lugg.com,"[{""name"":""Jordan Brown"",""role"":""CEO"",""biography"":""Founder/CEO of Lugg (s15)"",""twitter"":""https://twitter.com/jordanbrown"",""linkedin"":""https://www.linkedin.com/pub/jordan-brown/a1/628/b4b""},{""name"":""Eric Kreutzer"",""role"":""Eric Kreutzer"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/eric-kreutzer""}]"
Shasqi,"San Francisco, CA, USA",Pioneering Click Chemistry in Humans to change cancer outcomes,W15,https://ycombinator.com/companies/shasqi,https://,"[{""name"":""Jose M. Mejia Oneto"",""role"":""CEO"",""biography"":""José M Mejía Oneto is a physician scientist with training in Organic Chemistry at Emory and Orthopedics at UC Davis. During his clinical training, Jose recognized the need for a better way to get drugs to the right location in the body. Joined the YC program in 2015 with Tambo and in 2018 its spinoff Shasqi, focussing on pioneering click chemistry in humans for better cancer drugs. Shasqi has raised a more than $60M in funding, with its lead asset in Phase 2 and a growing pipeline of drugs."",""twitter"":null,""linkedin"":""http://www.linkedin.com/in/joseperu/""}]"
Replika,"San Francisco, CA, USA",Replika is an AI friend that you can talk to designed to make you…,W15,https://ycombinator.com/companies/replika,https://replika.ai/,"[{""name"":""Eugenia Kuyda"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/eugenia-kuyda-638a8a1b/""},{""name"":""Eugenia Kuyda"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/eugenia-kuyda-638a8a1b/""}]"
Tara AI,"San Jose, CA, USA","Meet Tara AI, your new engineering efficiency co-pilot.",W15,https://ycombinator.com/companies/tara-ai,http://www.tara.ai,"[{""name"":""Iba Masood"",""role"":""CEO"",""biography"":""ba Masood is the co-founder and CEO of Tara AI, a smart platform helping thousands of engineers and teams deliver on planned releases. Iba was awarded Forbes 30 under 30, for the 2018 list, under the field of Enterprise Technology. She is the youngest winner of the Cartier Women's Initiative Award, and has an undergraduate degree in Finance from the American University of Sharjah, graduating magna cum laude. Iba has also previously worked at McKinsey & Co, and GE."",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/ibamasood""},{""name"":""Syed Ahmed"",""role"":""CTO"",""biography"":""Syed Ahmed is an experienced CTO and Engineering leader with over 15 years of experience in architecting software &  building high performance teams. Him and his cofounder launched their first bootstrapped and profitable SaaS business in 2010 which became an award winning startup called Gradberry. His second venture Elements was a specialized Engineering and Design firm that was acquired and his current venture Tara AI is focused on making the Software Lifecycle more Predictable."",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/syedahmedz/""}]"
X-Zell,"Singapore, Singapore","Early, pain-free cancer detection.",W15,https://ycombinator.com/companies/x-zell,http://www.x-zell.com,"[{""name"":""Sebastian Punyaratabandhu Bhakdi"",""role"":""Sebastian Punyaratabandhu Bhakdi"",""biography"":""Sebastian started out as a physician at the University Hospital of Freiburg, Germany and earned a Degree in International Health at the Autonomous University of Barcelona, Spain, which made him realize that health services have to be accessible for all. A Research Fellowship from the German Research Foundation helped him to create his first patent which he used to found X-ZELL. He remains its CEO and Principal Investigator, growing the company to solve the world's cancer screening challenge."",""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/sebastian-chakrit-punyaratabandhu-bhakdi/4a/357/8a3""},{""name"":""Prapat Suriyaphol"",""role"":""Prapat Suriyaphol"",""biography"":"""",""twitter"":null,""linkedin"":""http://th.linkedin.com/pub/prapat-suriyaphol/17/5b0/3b2""}]"
Transcriptic,"Menlo Park, CA, USA",The robotic cloud laboratory for the life sciences.,W15,https://ycombinator.com/companies/transcriptic,http://transcriptic.com,"[{""name"":""Max Hodak"",""role"":""CEO "",""biography"":null,""twitter"":""https://twitter.com/max_hodak"",""linkedin"":null},{""name"":""Max Hodak"",""role"":""CEO "",""biography"":null,""twitter"":""https://twitter.com/max_hodak"",""linkedin"":null}]"
Zenflow,"South San Francisco, CA, USA","Medical device that provides a more effective, less invasive…",W15,https://ycombinator.com/companies/zenflow,http://zenflow.com,"[{""name"":""Shreya Mehta"",""role"":""CTO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/shreya-mehta/5/57/49a""},{""name"":""Shreya Mehta"",""role"":""CTO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/shreya-mehta/5/57/49a""}]"
Tab,"London, England, United Kingdom","Revolutionising the way travellers discover, plan and book a trip",W15,https://ycombinator.com/companies/tab,https://www.tab.travel,"[{""name"":""Mark Datta"",""role"":""CEO"",""biography"":""Mark worked in the finance industry, and at travel and fintech startups before founding Tab. He has an MBA from Harvard Business School."",""twitter"":null,""linkedin"":""http://uk.linkedin.com/in/markdatta""}]"
Science Exchange,"Palo Alto, CA, USA",Powering scientific outsourcing,S11,https://ycombinator.com/companies/science-exchange,https://www.scienceexchange.com/,"[{""name"":""Elizabeth Iorns"",""role"":""President & CEO; Chairman of the Board "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/elizabethiorns/""},{""name"":""Elizabeth Iorns"",""role"":""President & CEO; Chairman of the Board "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/elizabethiorns/""}]"
Priime,"San Francisco, CA, USA",Priime is a company dedicated to advancements in technology around…,W15,https://ycombinator.com/companies/priime,https://priime.com,"[{""name"":""Arthur Chang"",""role"":""CEO"",""biography"":""YC s10 founder (Fanvibe) and YC w15 founder (Priime)"",""twitter"":""https://twitter.com/art_chang"",""linkedin"":""https://www.linkedin.com/in/arthurchang""},{""name"":""Andrew Ng"",""role"":""Andrew Ng"",""biography"":""Founder at Priime (W15)"",""twitter"":""https://twitter.com/ayn"",""linkedin"":""http://linkedin.com/in/andrewng/""},{""name"":""Joe Pestro"",""role"":""Joe Pestro"",""biography"":"""",""twitter"":null,""linkedin"":""http://linkedin.com/in/joepestro""}]"
Streak,Remote,Streak transforms Gmail into a powerful CRM,S11,https://ycombinator.com/companies/streak,http://streak.com,"[{""name"":""Aleem Mawani"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/aleemmawani/""},{""name"":""Aleem Mawani"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/aleemmawani/""}]"
Meadow,"San Francisco, CA, USA",Point of Sale and Compliance SaaS for Cannabis Dispensaries,W15,https://ycombinator.com/companies/meadow,https://getmeadow.com,"[{""name"":""David Hua"",""role"":""CEO"",""biography"":""CEO, Co-Founder of Meadow. Dim Sum Connoisseur. Advocate for Progressive Cannabis. Passionate about Startups."",""twitter"":""http://twitter.com/hua"",""linkedin"":""https://www.linkedin.com/in/davidhua""},{""name"":""Rick Harrison"",""role"":""CTO"",""biography"":""Co-Founder & CTO of Meadow"",""twitter"":""https://twitter.com/rickharrison"",""linkedin"":""https://www.linkedin.com/in/rickharrison/""},{""name"":""Scott A Garman"",""role"":""Scott A Garman"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/profile/view?id=79643071&trk=nav_responsive_tab_profile""},{""name"":""Harrison Lee"",""role"":""Designer, Developer"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/harrisonrlee""}]"
Level Frames,"NY, USA",Software eats custom framing,W15,https://ycombinator.com/companies/level-frames,http://levelframes.com,"[{""name"":""Josh Hubball"",""role"":""CEO"",""biography"":""Building @Levelframes. Fan of music, tech, analog photography, being a dad and the Sawx."",""twitter"":""https://twitter.com/jhubball"",""linkedin"":""https://www.linkedin.com/in/joshhubball""},{""name"":""Damian Sowers"",""role"":""Damian Sowers"",""biography"":""Founder & CTO @levelframes"",""twitter"":""https://twitter.com/3solarmasses"",""linkedin"":""http://www.linkedin.com/pub/damian-sowers/22/a8b/178""}]"
Industrial Microbes,"Alameda, CA, USA",We design and build microbes to make chemicals greener at lower cost.,W15,https://ycombinator.com/companies/industrial-microbes,http://imicrobes.com,"[{""name"":""Derek Greenfield"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/profile/view?id=9841556""},{""name"":""Derek Greenfield"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/profile/view?id=9841556""}]"
eBrandvalue,"Mountain View, CA, USA",Real-time Nielsen ratings for Brands.Accelerate marketing and product…,W15,https://ycombinator.com/companies/ebrandvalue,https://www.ebrandvalue.com/,"[{""name"":""Ayse Akcura"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/ayse-akcura/2/b85/6ba""},{""name"":""Ayse Akcura"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/ayse-akcura/2/b85/6ba""}]"
Quantierra,"New York, NY, USA",Sourcing investment real estate,W15,https://ycombinator.com/companies/quantierra,http://quantierra.com,"[{""name"":""Sandip Trivedi"",""role"":""Founder  "",""biography"":null,""twitter"":""https://twitter.com/trivedisandip"",""linkedin"":""https://linkedin.com/in/sandiptrivedi""},{""name"":""Sandip Trivedi"",""role"":""Founder  "",""biography"":null,""twitter"":""https://twitter.com/trivedisandip"",""linkedin"":""https://linkedin.com/in/sandiptrivedi""}]"
Cleanly,"New York, NY, USA",Laundry & Dry Cleaning delivered.,W15,https://ycombinator.com/companies/cleanly,https://cleanly.com,"[{""name"":""Tom Harari"",""role"":""Tom Harari"",""biography"":""Founder at Cleanly (W15) and Founding Team at REGENT (W21). I spent a decade founding companies with skills in marketing, growth, and design, now spending most of my time writing."",""twitter"":""https://twitter.com/tomharari"",""linkedin"":""http://www.linkedin.com/in/tomharari/""},{""name"":""Chen Atlas"",""role"":""Chen Atlas"",""biography"":""Chen is CTO and Founder at Optery. Prior to founding Optery, Chen was tech lead and architect for 50+ engineers at Runa HR. Prior to Runa HR he was Co-Founder and CTO of As You Stay, and Cleanly, the on-demand laundry service. Chen was recruited out of high school by the Israel Defense Forces (Mamram) to build logistics platforms and is an expert in building large scale complex systems with high availability.  Chen is an alumnus of Bar-Ilan University (BA) and Y Combinator (Cleanly, W15)."",""twitter"":null,""linkedin"":""http://www.linkedin.com/in/atlaschen""},{""name"":""Itay Forer"",""role"":""Itay Forer"",""biography"":"""",""twitter"":""https://twitter.com/itayforer"",""linkedin"":""https://www.linkedin.com/in/itayforer""}]"
Resolve,"New York, NY, USA","VR simulations for operations, maintenance and construction teams.",W15,https://ycombinator.com/companies/resolve,https://www.resolvebim.com,"[{""name"":""Angel Alonso Say"",""role"":""CEO"",""biography"":""YC Badge: 0xc6886E54a18Fe055348178AC3131d530d8679810"",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/sayangel""},{""name"":""Russell Varriale"",""role"":""Russell Varriale"",""biography"":""Co-Founder & COO @ InsiteVR"",""twitter"":""https://twitter.com/RussellVarriale"",""linkedin"":""https://www.linkedin.com/in/russellvarriale""}]"
Makrwatch,"New York, NY, USA",Scale new user acquisition with YouTube Creators,W15,https://ycombinator.com/companies/makrwatch,https://www.makrwatch.com,"[{""name"":""Andres Felipe Diaz"",""role"":""CEO"",""biography"":""Our focus is to build a high growth company with human-centered values that promote diversity, multi-cultural teams, and that enables global access to wealth. \n\nWe proudly sponsor thousands of YouTube creators in 60+ counties, have team members in 4 continents and 7+ countries and have been fully remote for a few years.\n\nWe are also very picky with our clients and want to help companies that have a higher purpose of helping and improving our world."",""twitter"":null,""linkedin"":""http://linkedin.com/in/andresthegeek/""},{""name"":""Carlos Saavedra"",""role"":""Carlos Saavedra"",""biography"":""We are empowering people's creativity towards content creations, working with thousands of creators in more than 60+ countries."",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/carlosaave""}]"
TeamNote,"Hong Kong, Hong Kong",Mobile Productivity(Slack for mobile workforces),W15,https://ycombinator.com/companies/teamnote,http://teamnoteapp.com,"[{""name"":""Roy Law"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/roy-law/63/b2b/4b""},{""name"":""Roy Law"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/pub/roy-law/63/b2b/4b""}]"
SIRUM,"Palo Alto, CA, USA",SIRUM is a “match.com” for unused medicine. We connect institutional…,W15,https://ycombinator.com/companies/sirum,http://sirum.org,"[{""name"":""Kiah J. Williams"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/pub/kiah-williams/9/656/b65""},{""name"":""Kiah J. Williams"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/pub/kiah-williams/9/656/b65""}]"
Sails Co.,"Austin, TX, USA","Full-service web, mobile, & cloud studio providing professional…",W15,https://ycombinator.com/companies/sails-co,https://sailsjs.com/about,"[{""name"":""Mike McNeil"",""role"":""Mike McNeil"",""biography"":""See https://mcneil.io"",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/mikermcneil""},{""name"":""Scott Gress"",""role"":""Scott Gress"",""biography"":"""",""twitter"":null,""linkedin"":""http://www.linkedin.com/in/scottgress/""},{""name"":""Cody Stoltman"",""role"":""Cody Stoltman"",""biography"":"""",""twitter"":null,""linkedin"":""http://www.linkedin.com/in/codystoltman/""}]"
BuildScience,"Niagara Falls, NY, USA",The operating system for commercial buildings.,W15,https://ycombinator.com/companies/buildscience,http://www.buildscience.com/,"[{""name"":""Ritesh Patel"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/in/xitijpatel/""},{""name"":""Ritesh Patel"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""http://www.linkedin.com/in/xitijpatel/""}]"
Labdoor,"San Francisco, CA, USA",Labdoor is building the trusted online drugstore.,W15,https://ycombinator.com/companies/labdoor,https://labdoor.com,"[{""name"":""Neil Thanedar"",""role"":""CEO"",""biography"":""Founder and Solo GP at Utopic Ventures (pre-seed VC fund backing biotech startups led by scientist CEOs).\n\nFounding CEO of Labdoor (W15), Avomeen (acq. 2016), and Air to All (501(c)3 nonprofit)."",""twitter"":""https://twitter.com/NeilThanedar"",""linkedin"":""https://www.linkedin.com/in/thanedar""},{""name"":""Rafael Ferreira"",""role"":""CMO"",""biography"":""Co-founded and helped build Labdoor from the ground up, transforming it into one of the largest supplement review websites in the world.\n\nWorked as an Art Director for several agencies, helping deliver impactful work for global brands like Warner Bros., Proctor & Gamble, Johnson & Johnson, STP, HTH, DHL, Phillip Morris, and others.\n\nTwo-time shortlist nominated for the Webby Awards."",""twitter"":""https://twitter.com/rafafferreira1"",""linkedin"":""https://www.linkedin.com/in/rafafferreira""},{""name"":""Helton Souza"",""role"":""CTO"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/heltonsouza""}]"
GiveMeTap,"London, England, United Kingdom",We produce & sell stainless steel water bottles that enables people…,W15,https://ycombinator.com/companies/givemetap,http://givemetap.com,"[{""name"":""Edwin Broni-Mensah"",""role"":""The Water Guy "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/ebronimensah""},{""name"":""Edwin Broni-Mensah"",""role"":""The Water Guy "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/ebronimensah""}]"
The Human Utility,"Oakland, CA, USA",The Human Utility seeks to eliminate water service disconnections for…,W15,https://ycombinator.com/companies/the-human-utility,https://www.detroitwaterproject.org/,"[{""name"":""Tiffani Ashley Bell"",""role"":""Executive Director"",""biography"":""Tiffani ​is the​ Founder and Executive Director ​of The Human Utility. Since July 2014, The Human Utility has helped thousands of people with their water bills.\n\nShe was a 2017 Technology & Democracy Fellow at the Harvard Kennedy School of Government.\n\nTiffani is a programmer who earned a BSc in Systems & Computer Science from Howard University. She is also a Stanford Graduate School of Business alumna having earned an MS in Management as a Sloan Fellow in 2021/22. \n\nAlways chewing gum."",""twitter"":""https://www.twitter.com/tiffani"",""linkedin"":""http://www.linkedin.com/in/tiffani""}]"
Democracy Earth,"Madrid, Community of Madrid, Spain",Censorship resistant democracies.,W15,https://ycombinator.com/companies/democracy-earth,http://democracy.earth/,"[{""name"":""Pia Mancini"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/piamancini""},{""name"":""Pia Mancini"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/piamancini""}]"
